raw.date,day,month,year,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,QuestType,SampleType,SampleSize,SampleMode,Question,Institute,SurveyName,Source,Notes
ago.2016,,aug,2016,Brazil,Temer,8,49,,31,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
set.2016,,sep,2016,Brazil,Temer,8,45,,31,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
09.13.out.2016,13,oct,2016,Brazil,Temer,11,34,,40,15,Ot-Bom,,2000,,,Vox,CUT/Vox Populi,https://www.cut.org.br/noticias/pec-do-juizo-final-e-reforma-da-previdencia-sao-rejeitadas-por-80-dos-brasileiro-a0cd,
out.2016,,oct,2016,Brazil,Temer,9,46,,32,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
13.16.out.2016,16,oct,2016,Brazil,Temer,14.6,36.7,,36.1,12.6,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
nov.2016,,nov,2016,Brazil,Temer,7,52,,31,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
07.08.dez.2016,8,dec,2016,Brazil,Temer,10,51,,34,5,Ot-Bom,,2828,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2016/12/1840600-reprovacao-a-temer-sobe-para-51.shtml,
10.14.dez.2016,14,dec,2016,Brazil,Temer,8,55,,32,6,Ot-Bom,,2500,,,Vox,CUT/Vox Populi,https://www.cut.org.br/noticias/cut-vox-confirma-temer-e-o-pior-presidente-do-brasil-bc87,
dez.2016,,dec,2016,Brazil,Temer,8,62,,24,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
jan.2017,,jan,2017,Brazil,Temer,6,59,,27,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
08.11.fev.2017,11,feb,2017,Brazil,Temer,10.3,44.1,,38.9,6.7,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
fev.2017,,feb,2017,Brazil,Temer,7,59,,29,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
mar.2017,,mar,2017,Brazil,Temer,10,55,,31,4,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
mar.2017,,mar,2017,Brazil,Temer,6,62,,26,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
06.10.abr.2017,10,apr,2017,Brazil,Temer,5,65,,28,2,Ot-Bom,,2000,,,Vox,CUT/Vox Populi,https://pt.org.br/reforma-da-previdencia-e-rejeitada-por-93-diz-pesquisa/,
abr.2017,,apr,2017,Brazil,Temer,4,75,,19,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
16.17.abr.2017,17,apr,2017,Brazil,Temer,5,64,,28,3,Ot-Bom,,2058,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360-abr2017.pdf,
26.27.abr.2017,27,apr,2017,Brazil,Temer,9,61,,28,3,Ot-Bom,,2781,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/05/1880373-governo-temer-e-reprovado-por-61-dos-brasileiros.shtml,
07.08.mai.2017,8,may,2017,Brazil,Temer,10,65,,23,2,Ot-Bom,,2157,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360-mai2017.pdf,
mai.2017,,may,2017,Brazil,Temer,3,80,,15,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
02.04.jun.2017,4,jun,2017,Brazil,Temer,3,75,,20,2,Ot-Bom,,,,,Vox,CUT/Vox Populi,https://www.cut.org.br/noticias/cut-vox-aponta-quase-90-do-brasil-quer-cassacao-de-temer-e-diretas-ja-dd8c,
jun.2017,,jun,2017,Brazil,Temer,2,84,,12,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
17.19.jun.2017,19,jun,2017,Brazil,Temer,2,75,,18,5,Ot-Bom,,2096,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360_junho.pdf,
21.23.jun.2017,23,jun,2017,Brazil,Temer,7,69,,23,2,Ot-Bom,,2771,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/06/1896143-somente-7-aprovam-governo-temer.shtml,
09.10.jul.2017,10,jul,2017,Brazil,Temer,7,76,,16,2,Ot-Bom,,2178,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360-julho2017.pdf,
jul.2017,,jul,2017,Brazil,Temer,5,70,,21,3,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
jul.2017,,jul,2017,Brazil,Temer,2,85,,11,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
12.14.ago.2017,14,aug,2017,Brazil,Temer,5,75,,15,5,Ot-Bom,,2088,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360-agosto2017.pdf,
ago.2017,,aug,2017,Brazil,Temer,1,86,,12,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
set.2017,,sep,2017,Brazil,Temer,3,77,,16,3,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
set.2017,,sep,2017,Brazil,Temer,2,84,,12,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
13.16.set.2017,16,sep,2017,Brazil,Temer,3.4,75.6,,18,3,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
15.17.set.2017,17,sep,2017,Brazil,Temer,3,79,,16,2,Ot-Bom,,2280,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360-setembro-2017-integra.pdf,
27.28.set.2017,28,sep,2017,Brazil,Temer,5,73,,20,2,Ot-Bom,,2772,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/10/1923635-teme-atinge-indice-mais-alto-de-reprovacao-desde-redemocratizacao.shtml,
out.2017,,oct,2017,Brazil,Temer,2,87,,10,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
26.29.out.2017,29,oct,2017,Brazil,Temer,5,71,,20,4,Ot-Bom,,2016,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360-out2017.pdf,
29.30.nov.2017,30,nov,2017,Brazil,Temer,5,71,,23,1,Ot-Bom,,2765,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2017/12/1940412-para-maioria-governo-de-michel-temer-e-pior-que-o-de-dilma-rousseff.shtml,
nov.2017,,nov,2017,Brazil,Temer,1,86,,12,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
16.18.nov.2017,18,nov,2017,Brazil,Temer,5,71,,19,4,Ot-Bom,,2171,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,file: DataPoder360-novembro2017.pdf,
08.11.dez.2017,11,dec,2017,Brazil,Temer,7,73,,15,5,Ot-Bom,,2500,,"De maneira geral, como voc� avalia o trabalho do presidente Jair Bolsonaro?",DataPoder360,DataPoder360,https://www.poder360.com.br/datapoder360/michel-temer-termina-o-ano-com-rejeicao-em-73-sem-sinal-de-melhora/,
dez.2017,,dec,2017,Brazil,Temer,6,74,,19,2,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
dez.2017,,dec,2017,Brazil,Temer,2,87,,10,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
jan.2018,,jan,2018,Brazil,Temer,2,83,,14,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
29.30.jan.2018,30,jan,2018,Brazil,Temer,6,70,,22,2,Ot-Bom,,2826,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2018/01/1954759-governo-temer-e-reprovado-por-70.shtml,
fev.2018,,feb,2018,Brazil,Temer,2,85,,11,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
28.fev.03.mar.2018,3,mar,2018,Brazil,Temer,4.3,73.3,,20.3,2.1,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
mar.2018,,mar,2018,Brazil,Temer,5,72,,21,2,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
mar.2018,,mar,2018,Brazil,Temer,1,82,,16,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
11.13.abr.2018,13,apr,2018,Brazil,Temer,6,70,,23,2,Ot-Bom,,4194,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2018/04/1965208-estavel-governo-temer-mantem-reprovacao-de-70-dos-brasileiros.shtml,
13.15.abr.2018,15,apr,2018,Brazil,Temer,4,73,,21,2,Ot-Bom,,2000,,,Vox,Vox Populi,https://static.poder360.com.br/2018/04/Relatorio-Vox-17.04.pdf,
abr.2018,,apr,2018,Brazil,Temer,1,82,,16,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
09.12.mai.2018,12,may,2018,Brazil,Temer,4.3,71.2,,21.8,2.7,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
mai.2018,,may,2018,Brazil,Temer,5,73,,21,1,Ot-Bom,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
mai.2018,,may,2018,Brazil,Temer,1,83,,15,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
06.07.jun.2018,7,jun,2018,Brazil,Temer,3,82,,14,1,Ot-Bom,,2824,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2018/06/1971539-reprovacao-a-temer-e-recorde.shtml,
jun.2018,,jun,2018,Brazil,Temer,4,78,,18,1,Ot-Bom,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
jun.2018,,jun,2018,Brazil,Temer,4,79,,16,1,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
jun.2018,,jun,2018,Brazil,Temer,2,88,,8,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
jul.2018,,jul,2018,Brazil,Temer,5,76,,18,1,Ot-Bom,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
jul.2018,,jul,2018,Brazil,Temer,2,88,,9,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
ago.2018,,aug,2018,Brazil,Temer,4,77,,18,1,Ot-Bom,,,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,file: Pesquisa-XP_-2020_06-v2.pdf,
ago.2018,,aug,2018,Brazil,Temer,2,87,,11,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
15.18.ago.2018,18,aug,2018,Brazil,Temer,2.7,78.3,,17.7,1.3,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
20.21.ago.2018,21,aug,2018,Brazil,Temer,4,73,,21,2,Ot-Bom,,8433,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,https://www1.folha.uol.com.br/poder/2018/08/reprovacao-a-temer-recua-mas-governo-permanece-ruim-ou-pessimo-para-mais-de-70-dos-eleitores.shtml,
12.15.set.2018,15,sep,2018,Brazil,Temer,2.5,81.5,,15.2,0.8,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
set.2018,,sep,2018,Brazil,Temer,4,82,,12,2,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
set.2018,,sep,2018,Brazil,Temer,1,89,,9,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
21.23.nov.2018,23,nov,2018,Brazil,Temer,8,64,,27,1,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
12.14.dez.2018,14,dec,2018,Brazil,Temer,7,68,,23,1,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
dez.2018,,dec,2018,Brazil,Temer,5,74,,18,3,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://www.ibopeinteligencia.com/arquivos/JOB_0445_CNI%20-%20Relat%C3%B3rio%20de%20tabelas%20(Avalia%C3%A7%C3%A3o%20do%20governo).pdf,
18.19.dez.2018,19,dec,2018,Brazil,Temer,7,62,,29,2,Ot-Bom,,2077,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml,
18.19.dez.2018,19,dec,2018,Brazil,Bolsonaro,65,12,,17,6,Ot-Bom,,2077,,"Na sua opiniao, Jair Bolsonaro Far_ um governo",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/01/1985723-mais-impopular-desde-collor-temer-fecha-com-reprovacao-em-baixa.shtml,"It is really anticipaiton of performance, asked prior to inauguration"
09.11.jan.2019,11,jan,2019,Brazil,Bolsonaro,40,20,,29,11,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
jan.2019,,jan,2019,Brazil,Bolsonaro,49,11,,26,14,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm,
11.13.fev.2019,13,feb,2019,Brazil,Bolsonaro,40,17,,32,11,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
fev.2019,,feb,2019,Brazil,Bolsonaro,39,23,,30,9,Ot-Bom,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
fev.2019,,feb,2019,Brazil,Bolsonaro,39,19,,30,12,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/12/20/ibope-divulga-aprovacao-do-governo-bolsonaro.htm,
21.23.fev.2019,23,feb,2019,Brazil,Bolsonaro,38.9,19,,29,13.1,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
11.13.mar.2019,13,mar,2019,Brazil,Bolsonaro,37,24,,32,8,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
16.19.mar.2019,19,mar,2019,Brazil,Bolsonaro,34,24,,34,8,Ot-Bom,,2002,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/03/20/bolsonaro-e-presidente-estreante-pior-avaliado-em-24-anos-diz-ibope.htm,
02.03.abr.2019,3,apr,2019,Brazil,Bolsonaro,32,30,,33,4,Ot-Bom,,2086,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/04/1987680-governo-bolsonaro-e-aprovado-por-32.shtml,
01.03.abr.2019,3,apr,2019,Brazil,Bolsonaro,35,26,,32,7,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
01.03.abr.2019,3,apr,2019,Brazil,Bolsonaro,26,30,,39,5,Ot-Bom,,1985,,,Vox,CUT/Vox Populi,https://www.cut.org.br/noticias/popularidade-de-bolsonaro-despenca-em-3-meses-mostra-pesquisa-cut-vox-populi-6a43,
12.15.abr.2019,15,apr,2019,Brazil,Bolsonaro,35,27,,31,7,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/04/24/pesquisa-ibope-governo-bolsonaro-abril.htm,
06.08.mai.2019,8,may,2019,Brazil,Bolsonaro,35,31,,31,3,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
mai.2019,,may,2019,Brazil,Bolsonaro,29,26,,31,4,Ot-Bom,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
20.21.mai.2019,21,may,2019,Brazil,Bolsonaro,34,36,,26,4,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
11.13.jun.2019,13,jun,2019,Brazil,Bolsonaro,34,35,,28,3,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
20.26.jun.2019,26,jun,2019,Brazil,Bolsonaro,32,32,,32,3,Ot-Bom,,2000,,"Na sua avaliaŤÜo, o governo do presidente Jair Bolsonaro estŕ sendo:",IBOPE,CNI/IBOPE,https://noticias.uol.com.br/politica/ultimas-noticias/2019/06/27/ibope-aprovacao-do-governo-bolsonaro-em-junho.htm,
jun.2019,,jun,2019,Brazil,Bolsonaro,40.1,35.5,,22.4,2.1,Ot-Bom,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
01.03.jul.2019,3,jul,2019,Brazil,Bolsonaro,34,35,,28,4,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
04.05.jul.2019,5,jul,2019,Brazil,Bolsonaro,33,33,,31,2,Ot-Bom,,2086,,"Na sua opinićo o presidente Jair Bolsonaro est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2019/07/1988217-33-aprovam-governo-bolsonaro.shtml,
ago.2019,,aug,2019,Brazil,Bolsonaro,38.4,28.8,,29.6,3.2,Ot-Bom,,,,"Na sua avaliaŤćo, o governo do presidente Jair Bolsonaro est_ sendo Ütimo, bom, regular, ruim ou p_ssimo?",IBPAD,JOTA/IBPAD,https://www.jota.info/dados/aprovacao-de-bolsonaro-pesquisa-jota-04022020,
05.07.ago.2019,7,aug,2019,Brazil,Bolsonaro,33,38,,27,2,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
ago.2019,,aug,2019,Brazil,Bolsonaro,28,40,,29,3,Ot-Bom,,,,Como voc� avalia o governo do Presidente Jair Bolsonaro?,Atlas,Atlas,file: 2020-05-Atlas.pdf,
22.25.ago.2019,25,aug,2019,Brazil,Bolsonaro,29.4,39.5,,29.1,2,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Jair Bolsonaro como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
23.26.ago.2019,26,aug,2019,Brazil,Bolsonaro,23,40,,35,2,Ot-Bom,,1987,,,Vox,Vox Populi,https://www.poder360.com.br/pesquisas/vox-populi-rejeicao-de-bolsonaro-vai-a-40-aprovacao-e-de-23/,
27.29.ago.2019,29,aug,2019,Brazil,Bolsonaro,30,41,,27,2,Ot-Bom,,1000,,Como o(a) sr(a) avalia o governo de Jair Bolsonaro at_ o momento?,IPESPE,XP-IPESPE,https://conteudos.xpi.com.br/politica/pesquisas-xp-2/,
