raw.date,day,month,year,Date,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,Sum,QuestType,Type,SampleType,SampleSize,SampleMode,Question,Institute,Institute_OLD,Validation_Institute,SurveyName,Source,Notes
6-9.dez.2012,9,dec,2012,2012-12-09,Brazil,Dilma,62,7,30,29,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2012/12/14/52/20121214161201397964e.pdf,
13.dez.2012,13,dec,2012,2012-12-13,Brazil,Dilma,62,7,31,30,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
8-11.mar.2013,11,mar,2013,2013-03-11,Brazil,Dilma,63,7,30,29,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,"http://www.portaldaindustria.com.br/cni/publicacoes-e-estatisticas/publicacoes/2013/03/1,4053/pesquisa-cni-ibope-avaliacao-do-governo.html",
1-5.jun.2013,5,jun,2013,2013-06-05,Brazil,Dilma,54,9,"36,8","35,6","1,2",100,Ot-Bom,Evaluation,,,,,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf,
6-7.jun.2013,7,jun,2013,2013-06-07,Brazil,Dilma,57,9,34,33,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
8-11.jun.2013,11,jun,2013,2013-06-11,Brazil,Dilma,55,13,33,32,1,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130619124749672839o.pdf,
27-28.jun.2013,28,jun,2013,2013-06-28,Brazil,Dilma,30,25,44,43,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
7-10.jul.2013,10,jul,2013,2013-07-10,Brazil,Dilma,31,"29,5","39,2","38,7","0,5",100,Ot-Bom,Evaluation,,,,,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf,
9-23.jul.2013,23,jul,2013,2013-07-23,Brazil,Dilma,31,31,38,37,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130731165538474877o.pdf,
7-9.ago.2013,9,aug,2013,2013-08-09,Brazil,Dilma,36,22,43,42,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
1-4.set.2013,4,sep,2013,2013-09-04,Brazil,Dilma,38,"21,9",40,"39,7","0,3",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf,
14-17.set.2013,17,sep,2013,2013-09-17,Brazil,Dilma,37,22,40,39,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130927111334238494o.pdf,
11.out.2013,11,oct,2013,2013-10-11,Brazil,Dilma,38,19,43,42,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2013/10/14/avaliacao-dilma.pdf,
1-4.nov.2013,4,nov,2013,2013-11-04,Brazil,Dilma,39,"22,7","38,3","37,7","0,6",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf,
28-29.nov.2013,29,nov,2013,2013-11-29,Brazil,Dilma,41,17,42,40,2,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://www1.folha.uol.com.br/poder/2013/12/1379068-aprovacao-de-dilma-sobe-para-41-mas-66-pedem-mudanca.shtml,
23.nov-2.dez.2013,2,dec,2013,2013-12-02,Brazil,Dilma,43,20,36,35,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/12/13/52/20131213112444335098o.pdf,
9-14.fev.2014,14,feb,2014,2014-02-14,Brazil,Dilma,36,"24,8","38,7","37,9","0,8",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20FEVEREIRO2014%20-%20R117%20-%20FINAL.pdf,
19-20.fev.2014,20,feb,2014,2014-02-20,Brazil,Dilma,41,21,38,37,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf,
14-17.mar.2014,17,mar,2014,2014-03-17,Brazil,Dilma,36,27,37,36,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2014/03/27/52/20140327120133549563i.pdf,
2-3.abr.2014,3,apr,2014,2014-04-03,Brazil,Dilma,36,25,40,39,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf,
10-14.abr.2014,14,apr,2014,2014-04-14,Brazil,Dilma,34,30,36,34,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
20-25.abr.2014,25,apr,2014,2014-04-25,Brazil,Dilma,33,"30,6","36,5","35,9","0,6",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20ABRIL2014%20-%20R118%20-%20FINAL.pdf,
7-8.mai.2014,8,may,2014,2014-05-08,Brazil,Dilma,35,26,39,38,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf,
15-19.mai.2014,19,may,2014,2014-05-19,Brazil,Dilma,35,33,31,30,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,http://www.ibope.com/pt-br/noticias/Documents/JOB_0747_BRASIL%20-%20Relat%C3%B3rio%20de%20tabelas%20%28completo%29.pdf,
3-5.jun.2014,5,jun,2014,2014-06-05,Brazil,Dilma,33,28,39,38,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
4-7.jun.2014,7,jun,2014,2014-06-07,Brazil,Dilma,31,35,33,32,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
13-15.jun.2014,15,jun,2014,2014-06-15,Brazil,Dilma,31,33,35,34,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
1-2.jul.2014,2,jul,2014,2014-07-02,Brazil,Dilma,35,26,39,38,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
15-16.jul.2014,16,jul,2014,2014-07-16,Brazil,Dilma,32,29,39,38,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
18-21.jul.2014,21,jul,2014,2014-07-21,Brazil,Dilma,31,33,37,36,1,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
3-6.ago.2014,6,aug,2014,2014-08-06,Brazil,Dilma,32,31,36,35,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
14-15.ago.2014,15,aug,2014,2014-08-15,Brazil,Dilma,38,23,39,38,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
21-24.ago.2014,24,aug,2014,2014-08-24,Brazil,Dilma,33,"28,8","38,1","37,4","0,7",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,Rodrigues,
23-25.ago.2014,25,aug,2014,2014-08-25,Brazil,Dilma,34,27,38,36,2,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
28-29.ago.2014,29,aug,2014,2014-08-29,Brazil,Dilma,35,26,40,39,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
31.ago-2.set.2014,2,sep,2014,2014-09-02,Brazil,Dilma,36,26,38,37,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
1-3.set.2014,3,sep,2014,2014-09-03,Brazil,Dilma,36,24,39,38,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
5-7.set.2014,7,sep,2014,2014-09-07,Brazil,Dilma,38,23,"39,5",39,"0,5",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,Rodrigues,
5-8.set.2014,8,sep,2014,2014-09-08,Brazil,Dilma,38,28,34,33,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
8-9.set.2014,9,sep,2014,2014-09-09,Brazil,Dilma,36,24,39,38,1,99,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
13-15.set.2014,15,sep,2014,2014-09-15,Brazil,Dilma,37,28,34,33,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,Rodrigues,
17-18.set.2014,18,sep,2014,2014-09-18,Brazil,Dilma,37,24,39,38,1,100,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
20-21.set.2014,21,sep,2014,2014-09-21,Brazil,Dilma,37,"25,1","37,5","36,8","0,7",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,Rodrigues,
20-22.set.2014,22,sep,2014,2014-09-22,Brazil,Dilma,39,28,34,33,1,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,Rodrigues,
25-26.set.2014,26,sep,2014,2014-09-26,Brazil,Dilma,37,22,40,39,1,99,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
27-28.set.2014,28,sep,2014,2014-09-28,Brazil,Dilma,41,"23,5","35,5",35,"0,5",100,Ot-Bom,Evaluation,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,Rodrigues,
27-29.set.2014,29,sep,2014,2014-09-29,Brazil,Dilma,38,28,34,33,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,Rodrigues,
29-30.set.2014,30,sep,2014,2014-09-30,Brazil,Dilma,39,24,38,37,1,101,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
29.set-1.out.2014,1,oct,2014,2014-10-01,Brazil,Dilma,39,26,35,33,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,Rodrigues,
1-2.out.2014,2,oct,2014,2014-10-02,Brazil,Dilma,39,24,38,36,2,101,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
7-8.out.2014,8,oct,2014,2014-10-08,Brazil,Dilma,39,27,35,33,2,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,Rodrigues,
8-9.out.2014,9,oct,2014,2014-10-09,Brazil,Dilma,39,22,39,38,1,100,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
12-14.out.2014,14,oct,2014,2014-10-14,Brazil,Dilma,43,25,32,31,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,Rodrigues,
14-15.out.2014,15,oct,2014,2014-10-15,Brazil,Dilma,40,21,39,38,1,100,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
20.out.2014,20,oct,2014,2014-10-20,Brazil,Dilma,42,20,38,37,1,100,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
20.22.out.2014,22,oct,2014,2014-10-22,Brazil,Dilma,45,23,32,31,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,Rodrigues,
dec.2014,,dec,2014,2014-12-01,Brazil,Dilma,40,27,33,32,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,,
2-3.dec.2014,3,dec,2014,2014-12-03,Brazil,Dilma,42,24,33,,,66,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
jan.2015,,jan,2015,2015-01-01,Brazil,Dilma,29,42,,29,,100,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
fev.2015,,feb,2015,2015-02-01,Brazil,Dilma,18,50,,31,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
3-5.feb.2015,5,feb,2015,2015-02-05,Brazil,Dilma,23,44,33,,1,68,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
mar.2015,,mar,2015,2015-03-01,Brazil,Dilma,12,64,24,23,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,,
mar.2015,,mar,2015,2015-03-01,Brazil,Dilma,14,57,,27,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
16.17.-mar.2015,17,mar,2015,2015-03-17,Brazil,Dilma,13,62,24,,1,76,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
16.19.mar.2015,19,mar,2015,2015-03-19,Brazil,Dilma,11,"64,8","24,4","23,6","0,8",100,Ot-Bom,Evaluation,,2002,Cotas-Personal,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/Not%C3%ADcias/2015/relatoriosintese127.pdf,
abr.2015,,apr,2015,2015-04-01,Brazil,Dilma,10,61,,29,,100,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
9.10.abr.2015,10,apr,2015,2015-04-10,Brazil,Dilma,13,60,27,,1,74,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
mai.2015,,may,2015,2015-05-01,Brazil,Dilma,9,69,,22,,100,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
jun.2015,,jun,2015,2015-06-01,Brazil,Dilma,7,73,,20,,100,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
17.18.jun.2015,18,jun,2015,2015-06-18,Brazil,Dilma,10,65,24,,1,76,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
jul.2015,,jul,2015,2015-07-01,Brazil,Dilma,6,76,,18,,100,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
12.16.jul.2015,16,jul,2015,2015-07-16,Brazil,Dilma,8,"70,9","21,4","20,5","0,9",100,Ot-Bom,Evaluation,,2002,Cotas-Personal,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/pesquisa-cntmda-128-relatorio-sintese.pdf,
ago.2015,,aug,2015,2015-08-01,Brazil,Dilma,5,75,,18,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
4.5.aug.2015,5,aug,2015,2015-08-05,Brazil,Dilma,8,71,20,,1,80,Ot-Bom,Evaluation,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
set.2015,,sep,2015,2015-09-01,Brazil,Dilma,4,82,,13,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
18.21.sep.2015,21,sep,2015,2015-09-21,Brazil,Dilma,10,69,22,21,1,101,Ot-Bom,Evaluation,,2002,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,file: CNI-IBOPE Set2015.pdf,
out.2015,,oct,2015,2015-10-01,Brazil,Dilma,4,81,,14,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
22.24.out.2015,24,oct,2015,2015-10-24,Brazil,Dilma,9,70,"21,2","20,4","0,8",100,Ot-Bom,Evaluation,,2002,Cotas-Personal,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%202015/Relatorio%20SINTESE%20-%20CNTMDA%20129.pdf,
nov.2015,,nov,2015,2015-11-01,Brazil,Dilma,4,78,,17,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
25.26.nov.2015,26,nov,2015,2015-11-26,Brazil,Dilma,10,67,22,,1,78,Ot-Bom,Evaluation,,3541,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
dez.2015,,dec,2015,2015-12-01,Brazil,Dilma,5,77,,17,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
15.dec.2015,15,dec,2015,2015-12-15,Brazil,Dilma,9,70,,20,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,,
16.17.dez.2015,17,dec,2015,2015-12-17,Brazil,Dilma,12,65,,22,1,100,Ot-Bom,Evaluation,,,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
jan.2016,,jan,2016,2016-01-01,Brazil,Dilma,5,79,,15,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
fev.2016,,feb,2016,2016-02-01,Brazil,Dilma,5,75,,18,,98,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
18.21.fev.2016,21,feb,2016,2016-02-21,Brazil,Dilma,11,"62,4","25,2",,,74,Ot-Bom,Evaluation,,2002,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,Mda,TRUE,CNT-MDA,http://cnt.mdapesquisa.com.br/img/RelatorioSINTESE-CNTFEVEREIRO2016-R130-FINAL.pdf,
24.25.fev.2016,25,feb,2016,2016-02-25,Brazil,Dilma,11,64,,25,1,101,Ot-Bom,Evaluation,,,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
mar.2016,,mar,2016,2016-03-01,Brazil,Dilma,5,81,,14,,100,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
17.18.mar.2016,18,mar,2016,2016-03-18,Brazil,Dilma,10,69,,21,1,101,Ot-Bom,Evaluation,,,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
17.20.mar.2016,20,mar,2016,2016-03-20,Brazil,Dilma,10,69,,19,1,99,Ot-Bom,Evaluation,,2002,,,IBOPE,Ibope/Ipec,FALSE,CNI-Ibope,http://arquivos.portaldaindustria.com.br/app/cni_estatistica_2/2016/03/30/31/Pesquisa_CNI-IBOPE_Avaliacao_do_Governo_Marco2016_Relatorio_de_divulgacao.pdf,
abr.2016,,apr,2016,2016-04-01,Brazil,Dilma,6,76,,17,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
7.8.abr.2016,8,apr,2016,2016-04-08,Brazil,Dilma,13,63,,24,1,101,Ot-Bom,Evaluation,,2779,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,TRUE,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
mai.2016,,may,2016,2016-05-01,Brazil,Dilma,9,69,,21,,99,Ot-Bom,Evaluation,,,,,IPSOS,Ipsos,TRUE,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
