"","year","Country","President","Positive","Negative","DK-Neutral","Neutral","DK","QuestType","SampleType","SampleSize","SampleMode","Question","Institute","SurveyName","Source","Notes","PresidentS","date","Q","M"
"423",2010,"Brazil","Lula",80,4,16,15,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"LULA",2010-09-23,"2010-3","2010-09"
"424",2010,"Brazil","Lula",77,4,18,18,0,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"LULA",2010-09-27,"2010-3","2010-09"
"425",2010,"Brazil","Lula",79.5,4,16.5,15.9,0.6,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-09-28,"2010-3","2010-09"
"426",2010,"Brazil","Lula",78,4,18,18,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-08,"2010-4","2010-10"
"427",2010,"Brazil","Lula",81,4,16,15,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-15,"2010-4","2010-10"
"428",2010,"Brazil","Lula",82,3,15,14,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-21,"2010-4","2010-10"
"429",2010,"Brazil","Lula",83,3,13,13,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-10-26,"2010-4","2010-10"
"430",2010,"Brazil","Lula",83,4,13,13,0,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"LULA",2010-11-19,"2010-4","2010-11"
"431",2010,"Brazil","Lula",83.4,2.2,14.5,13.7,0.8,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues",NA,"LULA",2010-12-27,"2010-4","2010-12"
"432",2010,"Brazil","Dilma",69.2,6.4,24.6,17.6,7,"Ot-Bom",NA,NA,NA,NA,"Sensus",NA,"Rodrigues","actually taken dec 27, before inauguration, moved do jan 1st to avoid overlap","DILMA",2010-12-27,"2010-4","2010-12"
"433",2011,"Brazil","Dilma",47,7,46,34,12,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2011-03-16,"2011-1","2011-03"
"434",2011,"Brazil","Dilma",56,5,38,27,11,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2011-03-23,"2011-1","2011-03"
"435",2011,"Brazil","Dilma",49,10,41,38,3,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2011-06-10,"2011-2","2011-06"
"436",2011,"Brazil","Dilma",48,12,40,36,4,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2011-07-31,"2011-3","2011-07"
"437",2011,"Brazil","Dilma",48,11,42,39,3,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2011-08-05,"2011-3","2011-08"
"438",2011,"Brazil","Dilma",49.2,9.3,41.7,37.1,4.6,"Ot-Bom",NA,NA,NA,NA,"Sensus","CNT-Sensus","Rodrigues",NA,"DILMA",2011-08-12,"2011-3","2011-08"
"439",2011,"Brazil","Dilma",49.2,9.3,41.5,37.1,4.4,"Ot-Bom",NA,NA,NA,NA,"MDA",NA,"http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf",NA,"DILMA",2011-08-15,"2011-3","2011-08"
"440",2011,"Brazil","Dilma",51,11,38,34,4,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2011-09-20,"2011-3","2011-09"
"441",2011,"Brazil","Dilma",56,9,35,32,3,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2011-12-05,"2011-4","2011-12"
"442",2012,"Brazil","Dilma",59,6,35,33,2,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2012-01-19,"2012-1","2012-01"
"443",2012,"Brazil","Dilma",56,8,36,34,2,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2012-03-19,"2012-1","2012-03"
"444",2012,"Brazil","Dilma",64,5,30,29,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Rodrigues",NA,"DILMA",2012-04-19,"2012-2","2012-04"
"445",2012,"Brazil","Dilma",59,8,33,32,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2012-06-19,"2012-2","2012-06"
"446",2012,"Brazil","Dilma",56.6,7.1,36.5,35.5,1,"Ot-Bom",NA,NA,NA,NA,"Sensus","CNT-Sensus","CNT website",NA,"DILMA",2012-07-16,"2012-3","2012-07"
"447",2012,"Brazil","Dilma",56.6,7,36.4,35.5,0.9,"Ot-Bom",NA,NA,NA,NA,"MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf",NA,"DILMA",2012-07-22,"2012-3","2012-07"
"448",2012,"Brazil","Dilma",62,7,31,30,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"Datfolha",NA,"DILMA",2012-08-09,"2012-3","2012-08"
"449",2012,"Brazil","Dilma",62,7,30,29,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2012-09-21,"2012-3","2012-09"
"450",2012,"Brazil","Dilma",62,7,30,29,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2012/12/14/52/20121214161201397964e.pdf",NA,"DILMA",2012-12-09,"2012-4","2012-12"
"451",2012,"Brazil","Dilma",62,7,31,30,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2012-12-13,"2012-4","2012-12"
"452",2013,"Brazil","Dilma",63,7,30,29,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://www.portaldaindustria.com.br/cni/publicacoes-e-estatisticas/publicacoes/2013/03/1,4053/pesquisa-cni-ibope-avaliacao-do-governo.html",NA,"DILMA",2013-03-11,"2013-1","2013-03"
"453",2013,"Brazil","Dilma",54.2,9,36.8,35.6,1.2,"Ot-Bom",NA,NA,NA,NA,"MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf",NA,"DILMA",2013-06-05,"2013-2","2013-06"
"454",2013,"Brazil","Dilma",57,9,34,33,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2013-06-07,"2013-2","2013-06"
"455",2013,"Brazil","Dilma",55,13,33,32,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130619124749672839o.pdf",NA,"DILMA",2013-06-11,"2013-2","2013-06"
"456",2013,"Brazil","Dilma",30,25,44,43,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2013-06-28,"2013-2","2013-06"
"457",2013,"Brazil","Dilma",31.3,29.5,39.2,38.7,0.5,"Ot-Bom",NA,NA,NA,NA,"MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf",NA,"DILMA",2013-07-10,"2013-3","2013-07"
"458",2013,"Brazil","Dilma",31,31,38,37,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130731165538474877o.pdf",NA,"DILMA",2013-07-23,"2013-3","2013-07"
"459",2013,"Brazil","Dilma",36,22,43,42,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf",NA,"DILMA",2013-08-09,"2013-3","2013-08"
"460",2013,"Brazil","Dilma",38.1,21.9,40,39.7,0.3,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf",NA,"DILMA",2013-09-04,"2013-3","2013-09"
"461",2013,"Brazil","Dilma",37,22,40,39,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130927111334238494o.pdf",NA,"DILMA",2013-09-17,"2013-3","2013-09"
"462",2013,"Brazil","Dilma",38,19,43,42,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2013/10/14/avaliacao-dilma.pdf",NA,"DILMA",2013-10-11,"2013-4","2013-10"
"463",2013,"Brazil","Dilma",39,22.7,38.3,37.7,0.6,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf",NA,"DILMA",2013-11-04,"2013-4","2013-11"
"464",2013,"Brazil","Dilma",41,17,42,40,2,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://www1.folha.uol.com.br/poder/2013/12/1379068-aprovacao-de-dilma-sobe-para-41-mas-66-pedem-mudanca.shtml",NA,"DILMA",2013-11-29,"2013-4","2013-11"
"465",2013,"Brazil","Dilma",43,20,36,35,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/12/13/52/20131213112444335098o.pdf",NA,"DILMA",2013-12-02,"2013-4","2013-12"
"466",2014,"Brazil","Dilma",36.4,24.8,38.7,37.9,0.8,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20FEVEREIRO2014%20-%20R117%20-%20FINAL.pdf",NA,"DILMA",2014-02-14,"2014-1","2014-02"
"467",2014,"Brazil","Dilma",41,21,38,37,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf",NA,"DILMA",2014-02-20,"2014-1","2014-02"
"468",2014,"Brazil","Dilma",36,27,37,36,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://arquivos.portaldaindustria.com.br/app/conteudo_24/2014/03/27/52/20140327120133549563i.pdf",NA,"DILMA",2014-03-17,"2014-1","2014-03"
"469",2014,"Brazil","Dilma",36,25,40,39,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf",NA,"DILMA",2014-04-03,"2014-2","2014-04"
"470",2014,"Brazil","Dilma",34,30,36,34,2,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-04-14,"2014-2","2014-04"
"471",2014,"Brazil","Dilma",32.9,30.6,36.5,35.9,0.6,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20ABRIL2014%20-%20R118%20-%20FINAL.pdf",NA,"DILMA",2014-04-25,"2014-2","2014-04"
"472",2014,"Brazil","Dilma",35,26,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf",NA,"DILMA",2014-05-08,"2014-2","2014-05"
"473",2014,"Brazil","Dilma",35,33,31,30,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"http://www.ibope.com/pt-br/noticias/Documents/JOB_0747_BRASIL%20-%20Relat%C3%B3rio%20de%20tabelas%20%28completo%29.pdf",NA,"DILMA",2014-05-19,"2014-2","2014-05"
"474",2014,"Brazil","Dilma",33,28,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-06-05,"2014-2","2014-06"
"475",2014,"Brazil","Dilma",31,35,33,32,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-06-07,"2014-2","2014-06"
"476",2014,"Brazil","Dilma",31,33,35,34,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-06-15,"2014-2","2014-06"
"477",2014,"Brazil","Dilma",35,26,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-07-02,"2014-3","2014-07"
"478",2014,"Brazil","Dilma",32,29,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-07-16,"2014-3","2014-07"
"479",2014,"Brazil","Dilma",31,33,37,36,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-07-21,"2014-3","2014-07"
"480",2014,"Brazil","Dilma",32,31,36,35,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-08-06,"2014-3","2014-08"
"481",2014,"Brazil","Dilma",38,23,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-08-15,"2014-3","2014-08"
"482",2014,"Brazil","Dilma",33.1,28.8,38.1,37.4,0.7,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","Rodrigues",NA,"DILMA",2014-08-24,"2014-3","2014-08"
"483",2014,"Brazil","Dilma",34,27,38,36,2,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-08-25,"2014-3","2014-08"
"484",2014,"Brazil","Dilma",35,26,40,39,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-08-29,"2014-3","2014-08"
"485",2014,"Brazil","Dilma",36,26,38,37,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-09-02,"2014-3","2014-09"
"486",2014,"Brazil","Dilma",36,24,39,38,1,"Ot-Bom",NA,NA,NA,NA,"Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-09-03,"2014-3","2014-09"
"487",2014,"Brazil","Dilma",37.5,23,39.5,39,0.5,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","Rodrigues",NA,"DILMA",2014-09-07,"2014-3","2014-09"
"488",2014,"Brazil","Dilma",38,28,34,33,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE",NA,"Rodrigues",NA,"DILMA",2014-09-08,"2014-3","2014-09"
"489",2014,"Brazil","Dilma",36,24,39,38,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-09-09,"2014-3","2014-09"
"490",2014,"Brazil","Dilma",37,28,34,33,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope","Rodrigues",NA,"DILMA",2014-09-15,"2014-3","2014-09"
"491",2014,"Brazil","Dilma",37,24,39,38,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-09-18,"2014-3","2014-09"
"492",2014,"Brazil","Dilma",37.4,25.1,37.5,36.8,0.7,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","Rodrigues",NA,"DILMA",2014-09-21,"2014-3","2014-09"
"493",2014,"Brazil","Dilma",39,28,34,33,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope","Rodrigues",NA,"DILMA",2014-09-22,"2014-3","2014-09"
"494",2014,"Brazil","Dilma",37,22,40,39,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-09-26,"2014-3","2014-09"
"495",2014,"Brazil","Dilma",41,23.5,35.5,35,0.5,"Ot-Bom",NA,NA,NA,"O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","Rodrigues",NA,"DILMA",2014-09-28,"2014-3","2014-09"
"496",2014,"Brazil","Dilma",38,28,34,33,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope","Rodrigues",NA,"DILMA",2014-09-29,"2014-3","2014-09"
"497",2014,"Brazil","Dilma",39,24,38,37,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-09-30,"2014-3","2014-09"
"498",2014,"Brazil","Dilma",39,26,35,33,2,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope","Rodrigues",NA,"DILMA",2014-10-01,"2014-4","2014-10"
"499",2014,"Brazil","Dilma",39,24,38,36,2,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-10-02,"2014-4","2014-10"
"500",2014,"Brazil","Dilma",39,27,35,33,2,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope","Rodrigues",NA,"DILMA",2014-10-08,"2014-4","2014-10"
"501",2014,"Brazil","Dilma",39,22,39,38,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-10-09,"2014-4","2014-10"
"502",2014,"Brazil","Dilma",43,25,32,31,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope","Rodrigues",NA,"DILMA",2014-10-14,"2014-4","2014-10"
"503",2014,"Brazil","Dilma",40,21,39,38,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-10-15,"2014-4","2014-10"
"504",2014,"Brazil","Dilma",42,20,38,37,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html",NA,"DILMA",2014-10-20,"2014-4","2014-10"
"505",2014,"Brazil","Dilma",45,23,32,31,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope","Rodrigues",NA,"DILMA",2014-10-22,"2014-4","2014-10"
"506",2014,"Brazil","Dilma",42,24,33,NA,NA,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf","PO813824","DILMA",2014-12-03,"2014-4","2014-12"
"507",2014,"Brazil","Dilma",40,27,33,32,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope",NA,NA,"DILMA",2014-12-15,"2014-4","2014-12"
"508",2015,"Brazil","Dilma",29,42,NA,29,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-01-15,"2015-1","2015-01"
"509",2015,"Brazil","Dilma",23,44,33,NA,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf","PO813824","DILMA",2015-02-05,"2015-1","2015-02"
"510",2015,"Brazil","Dilma",18,50,NA,31,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-02-15,"2015-1","2015-02"
"511",2015,"Brazil","Dilma",12,64,24,23,1,"Ot-Bom",NA,NA,NA,NA,"IBOPE","CNI-Ibope",NA,NA,"DILMA",2015-03-15,"2015-1","2015-03"
"512",2015,"Brazil","Dilma",14,57,NA,27,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-03-15,"2015-1","2015-03"
"513",2015,"Brazil","Dilma",13,62,24,NA,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf","PO813824","DILMA",2015-03-17,"2015-1","2015-03"
"514",2015,"Brazil","Dilma",10.8,64.8,24.4,23.6,0.8,"Ot-Bom",NA,2002,"Cotas-Personal","O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/Not%C3%ADcias/2015/relatoriosintese127.pdf",NA,"DILMA",2015-03-19,"2015-1","2015-03"
"515",2015,"Brazil","Dilma",13,60,27,NA,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf","PO813824","DILMA",2015-04-10,"2015-2","2015-04"
"516",2015,"Brazil","Dilma",10,61,NA,29,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-04-15,"2015-2","2015-04"
"517",2015,"Brazil","Dilma",9,69,NA,22,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-05-15,"2015-2","2015-05"
"518",2015,"Brazil","Dilma",7,73,NA,20,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-06-15,"2015-2","2015-06"
"519",2015,"Brazil","Dilma",10,65,24,NA,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf","PO813824","DILMA",2015-06-18,"2015-2","2015-06"
"520",2015,"Brazil","Dilma",6,76,NA,18,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-07-15,"2015-3","2015-07"
"521",2015,"Brazil","Dilma",7.7,70.9,21.4,20.5,0.9,"Ot-Bom",NA,2002,"Cotas-Personal","O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:","MDA","CNT-MDA","http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/pesquisa-cntmda-128-relatorio-sintese.pdf",NA,"DILMA",2015-07-16,"2015-3","2015-07"
"522",2015,"Brazil","Dilma",8,71,20,NA,1,"Ot-Bom",NA,NA,NA,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?","Datafolha",NA,"http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf","PO813824","DILMA",2015-08-05,"2015-3","2015-08"
"523",2015,"Brazil","Dilma",5,75,NA,18,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-08-15,"2015-3","2015-08"
"524",2015,"Brazil","Dilma",4,82,NA,13,NA,"Ot-Bom",NA,NA,NA,NA,"IPSOS",NA,"https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf",NA,"DILMA",2015-09-15,"2015-3","2015-09"
