"","idInterview","state","city","region","type","sex","age_full","age_60","P1","P2","P3","P4","P5","P6","P7","P8_1","P8_2","P8_3","P8_4","P8_5","P8_6","P8_7","P8_8","P8_9","P8_10","P8_11","P8_99","P9","P10_1","P10_2","P10_3","P10_4","P10_5","P10_6","P10_7","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12A","P13_1","P13_2","P13_3","P13_4","P13_5","P13_6","P13_7","P14","P15","P16","P17_1","P17_2","P17_3","P17_4","P17_5","P17_6","P17_7","P17_8","P18","P19","P20","P21","P22","P23_1","P23_2","P23_3","P23_4","P23_5","P24","P25_1","P25_2","P25_3","P25_4","P25_5","P25_6","P25_7","P25_8","P26_1","P26_2","P26_3","P26_4","P26_5","P26_6","P27","P28","P29","P30","P31_1","P31_2","P31_3","P31_4","P31_5","P31_6","P31_7","P31_8","P31_9","P31_10","P31_11","P31_12","P31_13","P32_1","P32_2","P32_3","P32_4","P32_5","P32_6","P33","P34_1","P34_2","P34_3","P34_4","P35","P36","P37","P38","P39_1","P39_2","P39_3","P39_4","P39_5","P40_1","P40_2","education_full","race","religion_full","income_full","class_full","age_50","education","income","class","religion","evaluation","approval"
"11",28843079,"MG","TARUMIRIM","Southeast","Countryside","Men",20,"16-24 age","Terrible","Disapproves","Not very much","Left/Center-Left","Mildly interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,NA,"Alternative news services","WhatsApp or telephone",NA,NA,NA,NA,"Convenience","WhatsApp","Twiter","Instagram","Facebook","TikTok","Youtube",NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Not very much","No trust at all","Does not use","Not very much","Not very much","No trust at all","Not very much","Longer and in-depth news videos and texts","News from sources who share your point of view","Ignores","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Hardly ever","No",NA,"A fair amount of responsibility","A fair amount of responsibility","A fair amount of responsibility","A great deal of responsibility","A fair amount of responsibility","Yes, a great deal","Major","Major","Unsure","Major","Moderate","Major","Major","Major","Moderate","Moderate","Moderate","Moderate","Moderate","Major","People in general","Yes, always","No","Yes, rarely",NA,NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,"Church",NA,NA,NA,"Banking Institutions","Yes","No","No","No","No","No","Yes, for better","Agree","Agree","Agree","Agree","Academia/Scientists","Increased a great deal","Not very much","Electronic ballot","Slightly worried","Slightly worried","Very worried","Very worried","Slightly worried","Confidence in the independence and reliability of the electoral justice","Guaranteeing my vote was counted","High School","Pardo (brown)","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves"
"12",28858695,"MG","TEoFILO OTONI","Southeast","Countryside","Men",21,"16-24 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Convenience","Instagram","Youtube","WhatsApp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Yes, rarely","No","Yes, rarely","Government",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","Yes","Yes, for worse","Agree","Agree","Agree","Agree","WHO/Anvisa","Increased a great deal","Not very much","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Slightly worried","None of the above",NA,"High School","Pardo (brown)","No defined religion / I have my own spirituality","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","No religion","Bad/Terrible","Disapproves"
"13",28830381,"SP","SaO BERNARDO DO CAMPO","Southeast","Metropolitan region","Men",21,"16-24 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Mildly interested","Once a week",NA,"Online newspaper",NA,NA,NA,NA,NA,NA,NA,NA,"Podcasts",NA,"Ease of access","Facebook","Instagram","WhatsApp","Twiter",NA,NA,NA,NA,NA,NA,NA,"YouTube channel","Audio Channel/Podcast",NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Great deal","Not very much","Great deal","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources that don't have a particular political preference/do not express their opinion","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Minor","Moderate","Major","Minor","Minor","Minor","Moderate","Moderate","Moderate","Moderate","Major","Moderate","Major","Government, politicians, or political parties in my country","Yes, occasionally","No","Never",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press",NA,NA,NA,"Yes","Yes","Yes","Yes","No","Yes","It did not change","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","Agility/speed in counting votes","Guaranteeing my vote was counted","High School","Black","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves"
"14",28858349,"SP","MOJI-MIRIM","Southeast","Countryside","Men",22,"16-24 age","Good","Strongly approves","Great deal","Right/Center-Right","Quite interested","Quite interested","More than once a day",NA,"Online newspaper",NA,NA,NA,NA,"Alternative news services",NA,NA,NA,NA,NA,"Trusted content","Instagram","Facebook","WhatsApp","Twiter",NA,NA,NA,NA,NA,NA,"News site/news agency","YouTube channel",NA,NA,"Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Not very much","No trust at all","Does not use","Not very much","Not very much","Does not use","No trust at all","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","Yes","Often","Yes","I didn't send a warning, but I also didn't share the same information anymore","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Minor","Major","Minor","Not impacted at all","Major","Major","Major","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Yes, occasionally","Yes","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press",NA,"NGOs",NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","State/Municipal government","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","Confidence in the independence and reliability of the electoral justice","Convenience/ease of voting","Elementary School","Pardo (brown)","No defined religion / I have my own spirituality","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","Elementary School","Up to 1 MW","D/E","No religion","Excellent/Good","Approves"
"15",28859673,"SP","DRACENA","Southeast","Countryside","Men",21,"16-24 age","Terrible","Disapproves","Not very much","Left/Center-Left","Quite interested","Mildly interested","Once a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Ease of access","TikTok","Instagram","Youtube","WhatsApp","Twiter",NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","No trust at all","No trust at all","Not very much","Not very much","No trust at all","Not very much","Shorter and concise news videos and texts","News from sources who share your point of view","Ignores",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","Yes","Hardly ever","No",NA,"Not much responsibility","No responsibility at all","Not much responsibility","Not much responsibility","No responsibility at all","No","Major","Minor","Minor","Major","Minor","Minor","Minor","Major","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Minor","Government, politicians, or political parties in my country","Never","No","Never",NA,"Judiciary",NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,NA,NA,"Bar Association - OAB",NA,NA,"No","No","No","No","Yes","Yes","Yes, for better","Disagree","Disagree","Disagree","Disagree","Academia/Scientists","No change at all","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","Agility/speed in counting votes","Guaranteeing that there is no external interference (from other countries)","High School","Pardo (brown)","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves"
"16",28859763,"SC","SaO JOSe DO CERRITO","South","Countryside","Men",17,"16-24 age","Regular","Neither approves nor disapproves","Not very much","I never had a political orientation","Mildly interested","Mildly interested","Once a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Ease of access","Facebook","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,"News site/news agency",NA,NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Comments",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Hardly ever","No",NA,"A great deal of responsibility","A great deal of responsibility","Not much responsibility","Not much responsibility","Unsure","Yes, a great deal","Major","Moderate","Moderate","Minor","Minor","Moderate","Minor","Moderate","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","People in general","Never","Yes","Unsure","Government",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","No","No","No","Yes, for worse","Agree","Agree","Disagree","Disagree","Press","Increased a great deal","Not very much","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Slightly worried","Guaranteeing that there is no internal interference (inside Brazil)","None of the above","High School","Pardo (brown)","Catholic","Between R$ 600,01 and R$ 1.200,00","D","16-29 age","High School","Up to 1 MW","D/E","Catholic","Regular","Neither approves nor disapproves"
"17",28856813,"PA","BELeM","North","Capital","Men",18,"16-24 age","Terrible","Disapproves","None at all","Left/Center-Left","Quite interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,NA,"Alternative news services",NA,NA,NA,NA,NA,"Easy to read content","WhatsApp","Instagram","TikTok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Great deal","No trust at all","Not very much","Great deal","Not very much","Not very much","Not very much","It depends on the content of the news videos and texts","News from sources who share your point of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,NA,NA,"Not at all","No","Sometimes","Yes","I didn't send a warning, but I also didn't share the same information anymore","A fair amount of responsibility","A great deal of responsibility","A fair amount of responsibility","A great deal of responsibility","A fair amount of responsibility","Yes, a great deal","Moderate","Major","Minor","Minor","Minor","Major","Major","Major","Major","Minor","Major","Major","Major","Minor","People in general","Yes, rarely","Never heard of fact-checking agencies","Yes, rarely",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,"NGOs",NA,"Yes","No","No","Yes","Yes","No","Yes, for better","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Slightly worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing that there is no internal interference (inside Brazil)","Confidence in the independence and reliability of the electoral justice","High School","Pardo (brown)","Protestant / Evangelical","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves"
"18",28858250,"PA","ANANINDEUA","North","Metropolitan region","Men",19,"16-24 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Quite interested","Once a day",NA,NA,NA,"Online magazines",NA,"Television",NA,NA,NA,NA,NA,NA,"Easy to read content","Instagram","Twiter","Youtube","WhatsApp",NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Great deal","Great deal","Not very much","Not very much","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,NA,NA,"Yes, but not very much","No","Often","No",NA,"A fair amount of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Major","Major","Major","Minor","Minor","Minor","Major","Major","Major","Major","Minor","Major","Major","Friends and family","Yes, always","Yes","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press",NA,"NGOs",NA,"Yes","Yes","No","No","Yes","Yes","Yes, for better","Disagree","Disagree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Very worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Convenience/ease of voting","Guaranteeing that there is no external interference (from other countries)","High School","Black","Protestant / Evangelical","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves"
"19",28858708,"AL","ARAPIRACA","Northeast","Countryside","Men",19,"16-24 age","Regular","Neither approves nor disapproves","Not very much","Right/Center-Right","Mildly interested","Quite interested","a few times a week",NA,NA,NA,NA,NA,NA,NA,"WhatsApp or telephone",NA,"Social media",NA,NA,"Ease of access","Facebook","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources who share your point of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,NA,NA,NA,NA,NA,"Not at all","No","Often","Yes","I didn't send a warning, but I also didn't share the same information anymore","A fair amount of responsibility","A fair amount of responsibility","A fair amount of responsibility","A fair amount of responsibility","A fair amount of responsibility","Yes, a fair amount","Minor","Minor","Minor","Minor","Minor","Major","Major","Major","Moderate","Not impacted at all","Moderate","Moderate","Not impacted at all","Moderate","Journalists or the press","Yes, rarely","Yes","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press","Bar Association - OAB",NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a fair amount","Great deal","Electronic ballot","Not worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","None of the above",NA,"Middle School","White","Catholic","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","Elementary School","1 to 3 MWs","C","Catholic","Regular","Neither approves nor disapproves"
"20",28859020,"MA","CAMPESTRE DO MARANHaO","Northeast","Countryside","Men",19,"16-24 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Quite interested","Once a day",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Ease of access","WhatsApp","Facebook","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Great deal","Great deal","Great deal","Great deal","Not very much","Not very much","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Major","Moderate","Major","Moderate","Unsure","Unsure","Major","Journalists or the press","Yes, always","Yes","Never",NA,NA,NA,NA,"Police",NA,"Businesses",NA,"Church",NA,NA,NA,NA,"Yes","No","Yes","No","Yes","Yes","It did not change","Disagree","Agree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a great deal","Great deal","Either one of the above","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing that there is no internal interference (inside Brazil)","Guaranteeing my vote was counted","High School","Pardo (brown)","No defined religion / I have my own spirituality","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","No religion","Bad/Terrible","Disapproves"
"21",28859094,"PB","PATOS","Northeast","Countryside","Men",22,"16-24 age","Regular","Neither approves nor disapproves","Not very much","I no longer have a defined political orientation","Minimally interested","Mildly interested","Once a week",NA,"Online newspaper",NA,NA,"Radio",NA,NA,NA,NA,NA,NA,NA,"Ease of access","WhatsApp","Facebook","Youtube","Twiter",NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,"Audio Channel/Podcast",NA,"PC/desktop","Celular",NA,NA,NA,NA,NA,"Celular","Great deal","Does not use","Great deal","Not very much","Not very much","Does not use","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Unsure","Minor","Major","Not impacted at all","Major","Major","Major","Major","Major","Major","Major","Major","Major","People in general","Yes, always","Yes","Never",NA,"Judiciary",NA,NA,"Police",NA,NA,NA,"Church",NA,NA,NA,NA,"Yes","Yes","Yes","No","Yes","Yes","It did not change","Disagree","Disagree","Disagree","Disagree","WHO/Anvisa","Increased a fair amount","Not very much","Electronic ballot","Not worried","Slightly worried","Slightly worried","Not worried","Not worried","Confidence in the independence and reliability of the electoral justice","None of the above","High School","White","None at all","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","No religion","Regular","Neither approves nor disapproves"
"22",28859112,"CE","CRATO","Northeast","Countryside","Men",22,"16-24 age","Good","Approves","Fair amount","Right/Center-Right","Quite interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,"Television","Alternative news services",NA,NA,NA,NA,NA,"Ease of access","Twiter","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","LapTop/notebook","Celular",NA,NA,NA,NA,NA,"Celular","Great deal","Not very much","Great deal","Great deal","Great deal","Not very much","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)","I comment on journalistic news on social media or website","I write about journalistic news or about the subject",NA,NA,NA,NA,NA,"Not at all","No","Often","No",NA,"A fair amount of responsibility","A great deal of responsibility","A great deal of responsibility","A fair amount of responsibility","A fair amount of responsibility","Yes, a great deal","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Minor","Minor","Minor","Major","Major","Unsure","Unsure","Unsure","Major","Friends and family","Never","Yes","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,"Industry and/or Agribusiness",NA,"Press",NA,NA,NA,"Yes","No","No","No","No","Yes","Yes, for better","Agree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Very worried","Very worried","Very worried","Very worried","Very worried","Confidence in the independence and reliability of the electoral justice","Agility/speed in counting votes","Middle School","White","Protestant / Evangelical","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","Elementary School","1 to 3 MWs","C","Evangelicals","Excellent/Good","Approves"
"23",28843453,"PE","SaO CAITANO","Northeast","Countryside","Men",24,"16-24 age","Regular","Disapproves","Not very much","I never had a political orientation","Not interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Ease of access","Instagram","WhatsApp",NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"PC/desktop","Celular",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Comments","I react to journalistic news (eg like, hate, favorite, etc.)","I comment on journalistic news on social media or website",NA,NA,NA,NA,NA,NA,"Not at all","Yes","Often","No",NA,"No responsibility at all","Not much responsibility","Not much responsibility","Not much responsibility","Not much responsibility","Yes, a great deal","Not impacted at all","Major","Major","Minor","Not impacted at all","Major","Major","Major","Major","Moderate","Major","Major","Minor","Major","People in general","Never","No","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","No","No","It did not change","Disagree","Agree","Disagree","Agree","Academia/Scientists","Increased a great deal","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing that there is no external interference (from other countries)","Trust in the voting system (electronic ballot or paper ballot)","High School","White","Catholic","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Catholic","Regular","Disapproves"
"24",28830446,"MG","TEoFILO OTONI","Southeast","Countryside","Men",21,"16-24 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Quite interested","a few times a week",NA,NA,NA,NA,NA,NA,NA,"WhatsApp or telephone",NA,"Social media",NA,NA,"Ease of access","Facebook","Youtube","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","Yes","I didn't send a warning, but I also didn't share the same information anymore","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Minor","Minor","Minor","Minor","Major","Major","Major","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Yes, occasionally","Yes","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press","Bar Association - OAB",NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a fair amount","Great deal","Electronic ballot","Not worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","None of the above",NA,"High School","White","Umbanda / Candomblé / African Cults","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Other religion","Bad/Terrible","Disapproves"
"25",28843317,"MG","PADRE PARAiSO","Southeast","Countryside","Men",19,"16-24 age","Bad","Strongly disapproves","None at all","I never had a political orientation","Mildly interested","Quite interested","Once a day",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Ease of access","WhatsApp","Facebook","Instagram","Youtube",NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Great deal","Great deal","Great deal","Great deal","Not very much","Not very much","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","No",NA,"A great deal of responsibility","A fair amount of responsibility","A fair amount of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Major","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Never","Yes","Never",NA,NA,NA,NA,"Police",NA,"Businesses",NA,"Church",NA,NA,NA,NA,"Yes","No","Yes","No","Yes","Yes","It did not change","Disagree","Agree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a great deal","Great deal","Either one of the above","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing that there is no internal interference (inside Brazil)","Guaranteeing my vote was counted","High School","Pardo (brown)","Catholic","Between R$ 1.200,01 and R$1.800,00","C2","16-29 age","High School","1 to 3 MWs","C","Catholic","Bad/Terrible","Disapproves"
